#Amsterdam,Berlin,Delhi,London,Melbourne,Montpellier,Mumbai,Munich,Paris,Pune
5.06,2.41,18.88,10.05,18.17,7.81,24.75,0.28,0.83,21.15
7.24,2.42,18.08,7.3,15.04,9.4,24.21,1.26,4.07,21.24
7.46,4.2,14.89,8.18,14.21,8.23,23.58,2.88,7.29,20.9
6.42,4.53,13.7,7.66,18.17,11.46,23.77,1.75,4.99,20.69
6.07,1.53,13.11,7.43,17.83,11.68,24.73,1.97,3.07,21.63
6.24,3.71,12.97,9.59,18.91,12.61,25.75,2.6,7.04,22.56
9.93,4.72,14.98,12.2,20.8,12.98,25.13,4.15,11.27,22.68
11.03,8.73,14.84,11.05,25.87,11.92,23.94,6.8,10.25,21.6
9.84,8.79,12.72,10.21,28.16,12.02,23.53,5.22,8.89,20.86
10.37,7.42,13.97,12.4,30.42,11.68,24.59,6.59,9.53,21.06
10.03,7.53,14.01,10.55,26.52,13.41,24.35,5.05,10.1,21.12
9.42,7.46,12.84,9.26,16.62,13.55,23.83,4.57,9.19,20.42
10.8,9.7,13.23,12.49,17.82,11.84,21.68,5.99,10.33,18.34
9.29,8.98,12.19,8.52,20.76,12.51,20.35,5.88,8.9,17.53
8.75,6.44,12.35,8.29,24.82,13.24,20.76,4.69,8.98,17.6
8.43,7.07,11.12,9.08,26.46,12.33,20.97,6.2,9.28,16.68
10.86,10.74,14.0,12.33,16.98,12.37,20.92,5.25,7.61,16.68
9.56,8.0,16.15,11.86,15.31,12.54,22.65,4.54,7.15,18.25
7.53,5.11,17.69,9.44,16.76,13.04,24.03,3.85,6.06,19.55
6.29,2.76,17.61,9.39,17.91,12.22,24.78,1.05,7.79,20.35
6.31,-1.53,16.7,10.3,23.48,9.55,24.92,1.46,6.82,21.23
6.99,-1.45,15.62,8.0,27.23,11.86,25.1,0.39,7.42,20.98
5.93,0.0,16.25,5.17,21.39,11.62,24.69,1.98,5.41,21.45
3.85,-3.57,15.19,8.58,20.01,10.89,24.24,-0.42,7.48,20.73
5.43,-9.53,15.4,6.55,19.07,8.85,23.41,-0.59,4.92,20.01
3.93,-8.76,17.38,7.05,18.8,9.56,23.51,0.13,5.75,20.05
5.31,-7.48,20.21,7.32,20.0,8.13,23.54,-0.01,6.14,20.21
1.52,-7.83,18.48,6.17,19.77,8.14,23.87,0.01,5.94,20.77
4.66,-6.25,18.62,5.51,18.24,10.87,24.08,0.45,6.2,20.89
5.44,1.14,18.51,4.92,17.99,10.6,24.08,1.97,2.94,21.18
4.31,-0.69,15.17,8.18,17.63,11.16,23.91,3.24,6.22,20.62
5.74,-0.3,16.05,5.29,20.65,10.35,23.69,2.43,5.05,20.4
4.51,0.93,17.89,5.03,23.53,11.0,23.52,2.15,5.64,20.09
5.48,0.84,16.95,4.18,20.56,8.8,23.21,2.53,5.66,20.16
4.69,0.28,16.19,3.25,27.09,7.24,22.75,0.96,3.91,19.69
2.73,-0.32,14.41,2.28,18.09,8.01,22.2,-1.6,2.93,19.44
2.68,-1.18,13.27,0.62,16.37,5.71,22.24,-1.12,1.1,19.19
3.3,-2.45,12.97,0.04,17.1,4.91,22.87,-2.51,0.39,19.83
0.49,-2.91,13.87,1.26,23.39,4.26,22.58,-4.3,-0.14,18.76
-1.95,-5.82,14.03,0.65,25.36,3.24,21.95,-8.51,-2.98,18.02
0.19,-6.98,12.98,-0.66,22.24,5.24,21.51,-8.08,-3.11,17.59
2.26,-3.29,11.59,0.03,21.22,7.25,21.01,-5.85,-3.54,17.31
0.23,-5.24,11.56,1.35,20.04,6.15,21.9,-6.51,-2.51,18.06
0.95,-8.47,12.98,4.97,18.36,5.59,22.49,-8.68,0.12,18.56
4.91,-2.78,14.34,6.36,18.49,8.04,23.71,-0.83,2.45,19.79
5.69,1.28,12.66,10.31,18.2,7.3,24.6,-1.49,2.79,20.7
8.2,3.72,12.03,9.04,18.29,9.76,23.93,2.46,5.1,20.56
7.88,4.75,15.72,8.31,20.94,10.37,22.91,3.38,7.27,20.63
9.54,7.39,16.46,9.99,22.36,10.61,22.48,4.37,8.99,20.43
5.61,5.27,16.48,4.55,21.76,11.6,24.89,4.75,5.08,21.38
7.19,3.02,18.63,9.69,14.38,11.07,26.09,3.86,4.51,22.69
6.52,5.22,19.67,6.13,17.1,9.3,26.34,3.94,6.91,22.55
5.73,2.32,18.39,7.52,17.73,11.69,26.03,2.36,8.46,22.6
9.45,5.46,15.44,9.98,18.23,12.02,25.89,7.98,10.5,22.45
7.59,7.84,13.84,6.12,21.93,11.1,25.29,6.1,8.64,22.5
4.89,3.55,13.88,3.51,18.71,9.39,25.23,1.94,5.07,21.77
4.71,2.16,14.71,7.85,17.98,7.22,24.8,0.26,6.4,21.43
7.14,2.6,15.78,8.63,20.42,10.57,24.58,0.9,8.9,22.2
7.55,5.49,17.16,9.2,22.75,11.86,23.15,2.06,9.11,20.07
7.08,4.99,16.03,6.82,23.93,10.04,22.67,4.44,7.65,19.14
7.65,5.53,15.74,7.04,19.23,10.03,23.67,5.15,8.96,20.83
5.12,6.56,16.59,4.02,18.84,10.59,25.29,6.2,6.52,22.58
4.54,3.43,17.39,4.01,18.21,7.34,25.19,0.81,4.26,21.86
3.68,3.32,17.11,1.72,18.65,6.68,23.99,0.76,3.06,20.73
2.43,1.25,16.49,2.8,20.09,9.7,22.68,-0.01,1.6,19.45
1.89,1.14,17.22,2.2,22.98,11.15,22.85,1.83,4.09,19.46
2.28,1.19,16.3,2.04,19.13,10.11,24.26,3.63,3.88,21.3
2.4,1.69,15.17,0.66,19.25,7.31,25.19,2.05,2.54,22.8
1.04,-0.9,16.69,1.18,16.18,6.28,26.31,0.11,0.13,23.77
-0.91,-0.68,19.2,3.19,16.95,4.97,26.55,-0.48,-1.01,24.22
0.73,1.01,22.32,2.45,17.68,6.9,27.49,0.21,0.47,24.58
3.52,0.57,23.37,4.22,16.47,6.19,26.8,-0.27,2.44,24.75
6.54,0.98,22.49,9.39,16.39,7.71,27.08,0.45,8.89,25.42
8.56,7.07,20.32,11.24,18.69,10.3,28.7,7.75,10.41,26.64
5.86,6.86,19.71,6.44,22.05,10.32,27.28,8.39,9.07,26.0
3.94,3.33,19.83,2.64,25.94,10.86,27.02,4.71,5.15,26.08
2.67,1.82,22.19,1.52,23.47,10.87,25.7,0.37,2.39,23.94
2.09,0.08,21.83,0.73,22.25,9.88,25.62,-0.71,1.49,23.68
2.36,0.3,22.23,1.38,18.59,7.47,26.22,-1.27,1.57,24.65
1.51,-0.1,22.84,2.45,19.0,8.98,27.78,1.13,1.21,25.99
2.24,0.51,23.43,2.3,18.4,8.28,28.19,2.78,1.34,26.93
2.01,-0.21,23.55,2.85,18.86,7.58,28.4,1.29,0.91,28.03
1.46,-0.26,24.24,7.34,23.21,7.66,29.55,-1.67,2.64,27.98
4.62,2.57,25.88,4.3,23.54,9.92,29.42,2.61,6.51,27.53
3.24,2.56,25.29,4.75,19.3,8.57,29.82,-0.36,4.9,27.21
1.78,2.15,25.73,3.4,24.44,9.58,29.59,1.08,4.81,27.95
2.99,3.57,24.77,1.79,19.21,8.03,28.78,2.6,2.33,27.62
2.59,1.84,24.55,1.9,19.51,6.13,27.38,0.36,3.0,26.09
2.45,2.24,23.32,1.27,20.85,6.46,27.52,-0.56,1.59,26.31
3.33,2.44,23.3,3.07,27.31,5.71,28.37,-0.71,2.88,26.45
3.17,1.64,22.59,6.08,23.86,4.89,28.27,0.21,3.44,26.4
3.07,2.98,24.77,4.52,18.68,8.09,29.77,1.32,4.83,28.29
3.31,2.56,26.65,3.62,21.73,8.57,30.3,1.88,4.01,28.3
3.02,1.54,25.6,5.43,20.46,8.63,28.11,2.04,4.58,26.65
2.85,0.79,22.86,4.2,19.49,8.75,26.23,2.18,4.86,23.74
3.38,2.3,22.82,4.31,17.54,10.21,26.4,1.03,4.25,23.72
5.32,4.26,21.01,5.9,19.51,10.71,26.93,-1.0,5.14,24.57
4.17,2.82,21.04,5.62,22.1,7.75,27.39,0.11,4.55,25.02
4.03,4.38,23.53,4.33,24.97,8.18,28.12,2.61,4.83,25.86
5.18,2.84,26.09,3.98,17.47,9.45,29.17,4.68,4.03,27.7
5.14,4.62,26.95,5.57,15.17,9.87,29.94,4.09,5.27,28.51
6.1,5.04,26.45,5.7,15.72,10.53,30.78,3.48,5.46,28.69
6.37,5.16,24.13,5.75,16.29,10.66,30.17,3.18,6.0,28.08
6.75,5.36,22.95,6.01,17.59,10.7,29.69,3.13,6.38,27.82
6.69,3.95,24.07,6.7,19.45,10.81,31.19,2.54,6.36,28.86
6.73,3.9,26.9,6.58,17.42,11.0,30.87,2.95,6.35,29.54
6.42,5.24,27.68,8.76,16.78,10.01,29.88,3.25,7.31,29.19
8.12,7.24,25.27,8.35,16.8,11.57,30.31,4.78,9.72,29.96
8.14,7.22,25.3,7.57,15.19,12.04,30.7,5.72,8.19,29.48
7.75,8.29,24.82,7.27,14.86,12.07,30.72,7.7,9.53,29.65
7.28,6.26,26.22,7.01,15.29,12.81,29.8,7.89,8.53,28.81
7.58,6.15,28.14,6.98,15.48,13.07,30.01,9.51,7.95,28.75
6.97,6.58,29.93,6.3,17.22,13.15,29.77,12.37,5.59,27.64
6.91,6.98,30.18,6.33,19.03,10.16,29.08,8.65,6.79,27.98
8.94,7.51,31.86,8.31,16.61,12.5,29.42,10.24,7.64,28.67
12.72,10.9,33.83,10.34,15.1,13.2,29.86,12.96,13.62,28.73
11.12,13.84,31.22,8.94,14.97,12.94,30.85,13.32,11.39,29.77
9.21,14.0,30.98,8.15,19.03,12.95,31.1,13.47,10.5,28.96
8.32,10.54,30.37,7.04,14.16,13.82,30.41,9.17,8.61,28.77
6.84,8.74,30.46,5.94,14.09,11.94,30.15,7.9,6.45,28.54
7.65,7.35,28.78,7.22,15.68,10.16,30.53,4.07,7.5,29.2
8.61,8.61,30.51,6.62,16.81,11.65,30.58,4.92,7.96,28.92
9.67,7.04,30.48,6.38,16.77,12.07,30.98,7.84,9.5,29.14
11.03,8.07,29.73,9.75,15.84,13.26,31.41,8.4,9.75,30.02
11.15,10.11,29.02,9.22,15.08,13.7,30.95,9.25,9.6,29.87
10.15,12.06,30.48,10.08,14.68,14.32,30.36,10.36,9.98,28.59
10.26,8.71,31.74,10.11,16.6,12.8,30.38,7.76,10.46,29.08
9.17,8.15,33.1,9.1,18.07,14.15,30.29,8.41,11.68,29.54
7.37,9.99,34.36,5.36,15.02,15.38,29.86,10.97,9.75,29.01
5.94,7.87,34.63,5.25,14.26,14.83,29.5,8.47,5.97,27.99
8.4,6.81,34.16,7.19,16.83,11.97,30.99,5.0,6.91,29.9
8.73,8.42,33.88,8.75,18.23,13.19,31.03,6.97,9.04,30.0
8.0,7.65,33.78,7.49,19.34,15.02,31.61,8.03,10.64,30.38
8.6,7.51,33.15,8.79,18.05,14.06,30.83,9.75,11.88,29.65
7.87,7.66,34.07,7.43,14.4,14.48,29.15,11.96,12.0,27.15
5.79,6.39,31.17,5.8,14.62,14.28,28.86,8.83,7.83,26.43
5.07,3.81,30.87,5.69,14.36,11.68,29.0,2.6,4.52,26.73
5.09,3.96,31.71,6.9,15.83,11.07,29.6,1.4,6.87,27.55
5.17,4.24,33.84,3.88,16.46,11.88,31.14,4.07,5.25,28.99
5.28,4.79,33.73,5.07,18.82,12.14,32.5,1.54,5.63,30.84
5.01,4.8,33.14,6.32,20.3,12.45,32.65,3.32,6.53,31.25
6.68,7.72,33.64,6.25,17.38,12.67,31.47,6.58,8.08,30.12
7.19,10.91,33.52,5.89,18.26,11.71,31.08,10.0,6.53,30.0
8.35,10.9,34.45,8.28,14.09,10.71,31.7,7.83,7.98,29.45
10.17,11.87,36.02,11.13,13.12,14.71,31.21,9.33,10.78,29.29
9.63,12.35,35.43,8.93,14.4,15.24,31.11,9.07,10.37,29.75
10.51,9.22,33.72,9.93,12.75,15.48,30.52,7.45,10.23,28.61
11.8,11.91,32.62,11.37,15.23,14.4,31.02,8.61,12.05,28.49
15.05,15.09,31.04,13.59,16.76,14.86,30.4,12.28,14.91,28.11
17.36,16.11,30.77,15.02,16.48,14.94,30.53,13.24,16.74,28.46
17.38,16.31,33.28,16.14,15.37,14.57,30.92,13.3,17.76,28.9
17.48,17.18,34.49,15.7,16.44,15.62,31.22,14.21,16.9,29.82
16.75,17.02,34.95,14.73,14.22,15.91,31.79,13.38,15.42,29.76
17.96,17.81,34.53,15.12,13.47,14.92,31.7,14.27,14.82,30.28
17.58,17.43,34.9,15.26,16.69,15.48,31.66,10.71,15.21,30.17
13.79,15.23,36.57,12.55,15.86,14.85,31.35,10.1,16.07,29.77
8.65,10.53,37.12,8.77,15.14,17.15,31.67,10.41,10.01,30.35
8.67,8.09,36.86,10.69,14.35,15.3,32.24,6.0,9.72,31.01
9.4,9.41,36.98,11.83,13.98,14.89,32.14,5.52,10.84,30.52
11.92,9.35,37.14,11.84,14.03,16.23,31.69,8.04,12.4,29.59
12.49,13.58,38.09,11.36,13.55,16.62,31.21,11.7,12.6,30.04
13.56,16.43,38.61,12.48,14.65,15.26,31.64,9.13,11.93,29.25
12.66,15.87,38.41,14.0,13.43,17.82,30.61,11.73,14.91,28.71
15.51,17.62,38.79,13.67,12.8,17.77,31.32,14.78,17.72,28.49
14.33,20.81,39.53,13.11,14.98,15.55,31.79,18.87,14.15,28.95
12.2,19.99,37.5,12.61,13.07,14.12,31.44,10.67,11.14,28.65
11.45,17.59,35.11,11.11,12.33,15.23,31.54,8.6,11.75,28.93
12.27,14.52,34.42,10.69,11.88,15.89,31.77,12.93,12.82,28.28
13.76,14.48,35.22,12.95,10.37,16.88,31.49,15.88,15.72,28.62
14.44,16.91,37.3,13.93,10.17,18.69,31.85,17.76,17.88,29.04
16.44,18.78,36.88,13.99,10.55,17.7,31.74,17.9,17.77,28.93
15.51,20.53,34.27,13.82,10.85,17.58,32.07,18.12,15.82,28.89
15.81,21.12,32.51,12.9,11.32,17.28,32.05,14.02,12.96,29.09
18.12,19.85,34.26,11.58,9.98,16.19,31.85,13.58,14.66,29.17
17.47,19.6,35.57,13.22,10.46,17.21,32.09,13.33,15.53,29.79
15.11,20.54,36.5,11.43,9.99,18.73,32.12,13.64,13.83,29.5
17.95,21.66,36.58,11.41,10.59,19.1,32.4,14.75,12.49,29.33
19.51,22.23,38.08,15.38,12.06,19.65,31.41,15.85,14.78,28.22
17.65,22.95,38.71,15.97,12.04,21.16,30.18,14.51,16.63,27.04
16.74,20.14,38.12,15.28,9.62,20.37,29.85,16.8,19.36,26.52
17.65,20.32,36.36,17.42,11.29,22.36,30.66,17.66,20.1,27.62
15.29,20.53,37.61,18.47,11.13,23.87,30.79,15.99,17.64,27.19
14.15,17.66,38.5,15.77,11.89,22.87,30.01,13.49,16.83,26.83
15.21,16.81,39.4,15.53,10.83,20.67,30.25,15.72,17.43,26.42
14.91,16.94,38.47,16.19,9.38,20.46,28.85,15.12,16.93,25.45
16.27,16.83,37.79,15.53,9.59,20.22,28.91,14.56,16.12,25.94
15.39,16.27,37.5,14.96,7.75,20.33,29.43,14.42,14.52,26.11
15.23,17.49,35.95,14.54,8.93,19.01,29.86,14.22,14.9,26.44
14.37,16.51,34.94,14.09,9.4,19.12,29.98,14.17,14.67,26.47
15.6,18.02,34.4,14.08,9.04,18.78,30.1,16.99,14.05,26.77
15.19,15.64,35.96,14.21,12.12,17.89,29.77,12.93,15.07,26.54
13.96,16.84,36.06,13.89,10.43,17.3,29.78,14.37,14.32,26.42
14.94,16.54,36.02,15.56,9.57,19.24,29.16,12.24,15.88,25.48
15.06,18.07,36.09,16.79,11.57,19.87,27.51,14.66,15.8,24.31
16.88,19.27,34.99,16.45,10.25,22.66,27.52,16.57,18.43,24.56
18.85,22.64,34.52,17.98,10.78,22.11,27.7,19.88,22.16,24.66
21.64,26.02,35.78,19.52,9.55,21.98,27.66,21.73,23.94,24.41
18.53,27.99,37.54,16.11,6.52,24.51,27.74,23.37,18.97,24.49
16.64,25.89,36.76,14.08,7.95,24.25,26.87,20.63,15.71,23.96
14.98,19.5,35.5,14.97,6.56,22.23,27.07,15.34,15.16,24.47
15.28,19.19,35.24,16.34,7.25,22.5,27.01,15.42,16.84,24.37
16.06,18.9,33.28,14.64,8.76,23.15,27.33,17.94,17.06,24.8
16.05,19.86,34.91,13.84,9.6,23.43,27.17,19.51,16.67,24.64
16.23,20.97,36.85,16.07,8.29,24.3,27.11,18.68,17.73,24.69
16.53,22.67,35.08,15.35,10.03,24.36,27.17,20.27,18.34,24.63
14.92,18.54,33.07,13.64,10.9,23.29,26.86,19.04,15.14,24.19
15.26,16.37,31.92,14.87,10.57,22.87,26.87,14.95,15.32,24.15
17.02,18.09,30.63,15.84,8.96,24.55,27.06,17.14,17.49,24.31
15.22,19.64,34.09,16.51,9.77,25.41,26.83,18.72,17.36,24.14
14.84,16.09,35.44,15.19,10.92,25.44,26.88,15.88,16.8,24.31
16.87,17.17,34.52,16.58,10.01,25.36,27.0,17.6,19.82,24.38
16.7,20.33,35.07,17.83,10.56,26.44,26.91,19.59,19.99,23.87
17.9,19.17,34.07,17.86,9.86,28.01,26.62,20.25,20.63,23.43
19.37,24.21,33.09,17.56,9.55,26.86,26.52,22.82,21.6,23.62
17.62,24.48,32.45,17.11,11.61,25.38,26.45,23.28,18.16,23.58
16.76,21.07,31.47,14.63,9.07,23.56,26.34,17.2,16.63,23.55
15.02,18.83,32.3,13.95,7.76,19.74,26.56,14.54,13.9,23.97
14.83,16.08,30.98,15.01,9.07,18.92,26.51,11.23,13.89,23.83
16.23,16.6,31.13,15.87,10.18,21.08,26.43,11.96,16.26,23.81
18.85,19.08,29.36,19.42,9.09,23.03,26.34,13.52,18.71,23.81
18.56,20.54,27.96,20.28,8.91,22.92,26.34,16.76,20.55,23.72
19.5,19.4,28.25,20.65,11.64,22.56,26.17,19.75,21.87,23.61
21.32,20.55,29.67,22.09,11.53,22.5,25.91,21.62,24.37,23.13
22.32,23.3,30.61,22.12,10.61,23.59,25.82,21.83,22.86,23.11
20.86,24.68,31.01,19.01,11.16,25.53,25.57,20.07,19.95,22.91
19.41,23.76,28.68,19.71,12.79,23.63,25.8,19.77,20.1,22.96
20.18,22.92,29.71,20.38,7.9,23.3,25.86,20.47,19.7,23.13
20.08,23.7,29.19,18.92,7.01,25.4,26.02,20.33,19.93,23.19
18.84,25.39,30.2,17.92,8.89,26.37,26.02,20.13,20.36,23.13
19.46,24.15,28.64,17.01,7.53,26.81,26.04,19.78,18.0,23.27
18.07,20.5,27.72,18.61,8.98,25.51,25.68,19.19,18.25,23.15
18.66,20.87,27.71,17.65,9.76,25.36,25.68,19.04,19.6,23.17
18.29,21.78,28.38,18.03,10.68,25.66,25.55,19.59,20.26,22.62
17.97,21.35,28.08,16.7,10.49,24.52,25.76,21.79,18.76,23.09
16.49,20.12,28.4,16.55,11.1,24.74,25.66,18.68,17.71,23.0
16.85,17.72,28.1,14.93,11.03,24.26,25.59,16.64,17.1,22.88
16.88,16.24,27.89,18.39,9.76,25.67,25.48,17.32,17.74,22.54
18.97,18.68,28.7,18.59,9.26,26.34,25.65,20.02,19.59,22.8
17.64,20.73,28.77,16.56,8.23,24.98,25.93,21.62,16.96,23.2
17.33,18.25,29.94,17.08,8.46,22.96,25.92,13.44,16.65,23.43
17.25,17.92,29.48,17.93,8.6,23.78,25.96,15.2,17.27,23.32
18.65,19.24,29.03,19.53,9.76,25.11,25.78,17.13,20.45,22.86
16.85,21.27,29.16,16.05,8.82,27.34,26.03,18.98,17.51,23.18
14.7,16.51,28.79,14.25,11.75,24.16,25.95,14.88,15.39,23.24
13.5,12.85,28.26,14.04,10.4,22.12,26.01,11.68,13.81,23.18
14.62,14.06,28.01,16.84,9.06,21.82,25.78,11.81,15.43,22.98
18.65,17.01,28.36,18.62,9.03,22.97,25.99,12.7,18.48,23.4
18.07,21.03,28.9,18.36,10.08,22.99,26.01,18.46,18.88,23.25
17.7,18.29,28.88,17.41,10.77,22.69,25.73,19.93,18.8,22.86
17.07,16.58,29.09,16.59,10.39,22.45,25.75,19.29,19.17,22.99
16.33,16.5,29.0,16.55,11.1,22.97,25.78,20.1,20.05,23.16
17.22,16.41,28.52,17.69,10.54,23.38,26.0,17.2,20.51,23.2
17.05,17.13,28.39,18.66,12.7,25.19,25.91,17.56,19.46,22.95
18.11,19.98,29.15,16.44,11.34,24.26,25.95,18.03,18.27,22.72
17.99,21.12,28.86,16.31,8.6,22.81,25.56,20.49,17.49,22.52
16.89,18.75,28.33,17.19,10.12,21.98,26.21,15.82,15.85,23.62
18.21,19.11,28.61,19.06,9.75,23.41,26.2,14.86,20.18,23.41
20.8,20.54,28.85,20.18,8.71,23.23,26.2,17.12,22.16,23.46
21.75,22.1,27.68,22.73,8.4,23.78,26.28,18.2,24.24,23.55
23.02,23.09,29.1,21.87,8.43,24.39,26.0,18.51,25.93,22.92
20.51,24.47,29.71,19.87,8.83,24.7,25.72,21.4,24.15,23.15
20.11,25.07,28.92,19.79,9.66,23.55,25.59,21.87,24.67,23.12
19.87,26.04,28.47,18.29,11.67,24.14,25.94,22.41,21.32,23.24
17.66,20.12,28.7,17.77,11.28,25.27,26.07,18.67,18.45,23.58
18.15,17.61,28.75,18.26,11.55,23.47,26.0,17.31,18.36,23.37
17.83,19.71,27.44,17.5,13.02,24.87,25.73,17.83,19.62,23.03
18.09,20.09,28.03,17.09,10.93,26.29,25.81,18.94,18.5,22.87
17.25,19.98,27.62,16.5,10.3,26.44,25.56,18.87,19.23,22.75
18.64,20.46,27.23,16.93,10.89,26.96,25.24,18.74,19.58,22.41
17.98,18.04,27.07,16.91,11.51,27.49,25.31,18.12,18.44,22.17
18.21,17.18,27.31,18.41,12.6,27.2,25.16,14.63,17.9,21.96
18.93,17.16,27.37,20.54,12.52,26.69,25.17,14.16,19.74,21.96
19.67,19.55,27.34,19.69,13.06,22.93,25.11,16.13,19.21,21.8
19.05,22.47,27.87,17.83,15.41,24.48,25.11,18.74,18.19,21.78
18.46,21.48,28.12,18.04,14.43,25.86,25.3,18.79,18.03,21.86
18.71,21.42,28.22,17.33,11.49,25.26,25.39,20.0,18.64,21.9
18.76,22.92,28.44,14.03,10.95,25.64,25.54,19.21,20.02,22.19
20.75,23.93,28.76,18.32,8.91,24.03,25.87,19.94,23.03,22.31
22.36,23.99,29.05,21.87,10.5,23.4,26.48,19.72,22.8,22.95
22.13,22.67,29.64,20.53,11.5,21.63,26.33,18.73,21.81,23.12
20.89,20.22,29.34,19.86,10.03,18.69,25.84,19.07,16.98,23.06
17.97,20.76,29.48,15.78,10.16,19.64,25.92,16.79,15.89,23.04
17.66,18.81,29.8,14.27,12.97,18.06,25.93,12.45,13.87,22.97
17.17,16.43,29.52,15.57,10.36,17.84,25.77,12.53,16.02,22.75
15.7,14.86,30.11,15.29,10.45,19.95,25.42,11.52,16.46,22.15
15.55,13.97,31.05,15.06,11.52,19.44,25.56,11.39,15.71,22.48
15.55,15.54,30.66,15.69,11.29,18.96,25.54,10.16,16.19,22.82
15.22,14.27,28.19,15.36,10.69,18.8,25.78,11.18,16.13,23.2
15.33,16.57,28.97,12.85,11.86,19.98,25.86,12.83,17.33,23.42
16.14,15.75,28.67,16.52,12.4,18.82,26.0,13.27,16.34,23.13
15.88,16.59,29.14,15.07,10.88,19.27,25.67,14.15,14.48,23.17
15.85,15.78,29.41,13.24,11.19,19.33,25.68,13.92,12.98,23.17
15.48,15.78,28.73,15.37,10.41,19.17,25.9,13.85,14.49,23.44
17.6,16.69,29.75,16.06,12.46,19.5,25.91,13.34,16.88,23.45
16.51,19.77,29.23,15.89,11.27,19.05,25.58,15.32,16.66,23.13
14.64,15.89,30.22,12.93,10.04,19.89,24.93,15.96,14.26,22.33
13.62,12.81,30.97,11.45,12.52,19.89,24.69,15.81,13.35,22.03
13.2,13.18,31.1,10.51,14.62,18.46,25.07,11.84,11.23,22.27
14.57,12.02,31.15,10.79,10.78,17.35,25.79,9.17,11.25,23.19
13.05,12.35,30.71,13.38,10.54,17.54,25.67,7.44,12.2,22.42
10.3,9.58,29.39,11.61,11.16,18.55,25.33,4.63,10.29,22.06
10.63,10.8,28.73,10.2,15.7,15.41,25.14,4.9,8.87,22.05
12.16,9.95,28.66,11.85,16.09,16.15,25.65,6.67,10.56,22.91
10.58,9.32,28.65,11.57,11.82,15.26,25.96,5.83,10.9,22.85
9.7,8.4,28.5,9.88,14.62,14.53,26.54,5.32,8.51,23.73
9.49,7.81,28.0,8.61,11.75,13.17,26.21,4.52,8.25,23.82
10.4,7.17,26.85,9.4,10.32,12.86,26.12,3.91,7.52,23.68
9.47,7.17,25.75,10.75,10.32,14.05,25.35,4.12,7.49,23.16
8.74,6.98,25.84,9.74,10.14,16.09,24.6,4.78,7.68,22.67
8.77,6.96,25.37,10.04,12.69,15.79,25.43,9.52,8.38,22.58
10.44,8.88,25.09,11.45,15.61,14.05,26.07,10.42,11.74,22.2
11.97,9.46,25.54,12.53,15.8,16.67,25.91,11.26,13.16,21.69
11.94,8.58,25.7,11.73,12.28,17.58,25.79,10.46,12.52,22.0
10.39,10.03,25.02,9.97,11.15,15.44,25.24,9.51,10.24,21.03
9.58,9.13,25.35,9.1,10.75,13.5,24.98,7.63,9.05,21.24
10.18,8.01,25.16,9.49,13.92,11.87,24.84,6.29,9.51,21.39
9.21,6.94,25.17,8.41,12.57,12.19,24.73,4.36,9.32,21.13
7.87,6.37,25.15,8.44,9.63,12.23,24.58,4.89,8.03,20.93
7.28,5.76,23.98,8.79,10.64,17.7,24.42,6.59,7.71,20.95
6.94,7.02,24.08,9.16,12.68,18.32,23.86,11.41,10.8,20.51
8.42,7.18,24.3,9.82,15.55,17.98,23.0,10.9,10.73,20.05
9.57,6.1,24.35,10.6,13.58,16.82,23.35,9.74,8.34,19.58
11.68,7.75,23.2,10.29,11.58,13.94,23.98,7.71,9.73,20.0
12.35,9.63,22.45,11.86,11.25,13.61,24.07,6.53,9.71,19.97
10.91,8.54,24.08,12.3,15.09,14.0,23.77,7.23,9.88,19.38
11.26,7.4,22.33,11.12,16.11,13.52,23.27,6.44,9.83,19.63
9.87,6.67,21.58,10.92,11.73,13.04,24.89,6.21,9.87,21.64
9.8,8.48,21.64,8.48,12.34,15.94,23.84,7.13,8.09,20.0
8.61,5.36,21.87,4.03,12.74,13.91,23.26,5.76,7.05,19.4
8.59,2.83,22.15,5.54,13.86,12.28,22.79,2.69,4.07,18.85
7.8,4.31,21.96,5.91,16.75,12.92,22.83,3.85,4.87,19.07
6.96,4.05,20.66,3.71,12.35,14.71,23.15,7.21,6.63,19.27
7.85,4.4,20.58,3.08,15.03,9.88,23.05,2.03,3.96,19.01
4.78,3.26,20.64,4.75,16.21,7.54,22.82,0.12,2.78,18.72
2.73,2.07,19.26,2.73,12.52,7.51,22.58,-1.39,3.61,18.63
2.76,0.16,19.8,5.34,12.73,9.55,22.31,0.07,5.96,18.44
3.06,-0.96,20.64,5.99,12.96,11.41,22.21,2.7,7.53,18.31
2.71,-0.98,21.19,5.11,13.99,10.82,22.07,1.39,4.35,18.08
1.93,-1.61,21.22,7.54,16.67,8.6,21.86,-0.6,2.91,17.69
2.53,-1.33,21.59,5.73,13.2,10.91,22.36,-2.23,6.23,18.52
2.84,-0.43,20.5,7.97,13.22,9.63,23.28,-2.82,4.33,19.8
10.59,1.08,19.55,11.88,13.99,7.96,24.58,0.22,9.64,20.9
10.89,4.37,18.74,10.78,15.15,9.99,25.01,4.62,11.15,21.41
8.61,7.44,18.28,7.31,20.07,11.11,24.01,6.72,10.38,19.92
6.25,8.44,17.7,4.23,15.84,13.2,22.61,6.3,7.79,19.07
5.49,5.46,19.71,4.24,14.84,10.85,23.22,2.94,5.71,18.58
7.0,5.27,21.41,5.74,20.98,14.79,22.65,4.25,9.92,18.35
